config_id,task,status,checkpoint,cache,predictions,samples,per_class,classes,mode
dinov2_vits14__all_minilm_l6_v2__local,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__all_minilm_l6_v2__local__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__pets_zeroshot__full__per_class.csv,37.0,full
dinov2_vits14__all_minilm_l6_v2__local,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__all_minilm_l6_v2__local__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__all_minilm_l6_v2__local__eurosat_zeroshot__full__per_class.csv,10.0,full
convnextv2_tiny__all_minilm_l6_v2__local_global,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnextv2_tiny__all_minilm_l6_v2__local_global__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__coco_i2t__full.jsonl,5000,,,full
convnextv2_tiny__all_minilm_l6_v2__local_global,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnextv2_tiny__all_minilm_l6_v2__local_global__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__cifar100_zeroshot__full__per_class.csv,100.0,full
convnextv2_tiny__all_minilm_l6_v2__local_global,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnextv2_tiny__all_minilm_l6_v2__local_global__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__pets_zeroshot__full__per_class.csv,37.0,full
convnextv2_tiny__all_minilm_l6_v2__local_global,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnextv2_tiny_all_minilm_l6_v2_local_global/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/convnextv2_tiny__all_minilm_l6_v2__local_global__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/convnextv2_tiny__all_minilm_l6_v2__local_global__eurosat_zeroshot__full__per_class.csv,10.0,full
dinov2_vits14__bge_small_en__local,coco_retrieval,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_bge_small_en_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__bge_small_en__local__coco__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__coco_i2t__full.jsonl,5000,,,full
dinov2_vits14__bge_small_en__local,cifar100_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_bge_small_en_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__bge_small_en__local__cifar100_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__cifar100_zeroshot__full.jsonl,10000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__cifar100_zeroshot__full__per_class.csv,100.0,full
dinov2_vits14__bge_small_en__local,pets_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_bge_small_en_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__bge_small_en__local__pets_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__pets_zeroshot__full.jsonl,3669,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__pets_zeroshot__full__per_class.csv,37.0,full
dinov2_vits14__bge_small_en__local,eurosat_zeroshot,complete,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_bge_small_en_local/best.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/cache/dinov2_vits14__bge_small_en__local__eurosat_zeroshot__full.pt,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__eurosat_zeroshot__full.jsonl,27000,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/results/phase1_multitask/predictions/dinov2_vits14__bge_small_en__local__eurosat_zeroshot__full__per_class.csv,10.0,full
